id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
426,ca arcserve bkup protection suite exch r11 .5 upgrade prod only,computer associates,,['arcserve bkup protection suite exch r11 .5 upg-v prod only'],[nan],[2249.99],ca arcserve bkup protection suite exch r11 .5 upgrade prod only. computer associates. nan,[2334],['arcserve bkup protection suite exch r11 .5 upg-v prod only. nan. 2249.99'],"['arcserve bkup protection suite exch r11 .5 upg-v prod only. nan. 2249.99', 'computer associates babwbr1151s33 brightstor arcserve backup client for vss software snap-shot v. 11.5 for windows with service pack 1 add-on backup & recovery 1 server ( s ) complete product standard multilingual pc. nan. 799.97', 'babnur1111s01 brightstor arcserve backup for netware w/sp1 v. 11.1 version upgrade pac. nan. 379.23', 'bb117ac hp storageworks data protector express backup server product upgrade package -. nan. 459.3', 'symantec 11105975 backup exec 11d for windows servers business pack bundle w / continuous protection server complete package + 1 year essential support 1 server buying programs business pack cd win multi. nan. 600.97', 'babwbr1151s04 brightstor arcserve backup serverless backup option for windows w/sp1 v. 11 .. nan. 1031.41', 'computer associates ca server protection r3 .1 base & 5u spa [ non-returnable ]. nan. 628.82', '10759458 symantec backup exec 11d for windows small business server premium w / continuo. nan. 520.31', 'babnbr1110s06 brightstor arcserve backup san option for netware v. 11.1 complete packa. nan. 1038.22', 'bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (. nan. 842.73']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,the guild 2 pirates of the seas,dreamcatcher interactive,29.99,['guild 2 : pirates of the seas'],[nan],[23.99],the guild 2 pirates of the seas. dreamcatcher interactive. 29.99,[2284],['guild 2 : pirates of the seas. nan. 23.99'],"['guild 2 : pirates of the seas. nan. 23.99', 'destineer tropico 2 : pirate cove. nan. 29.99', 'atari 26162 crusader kings mb. nan. 21.99', 'dreamcatcher interactive 3 great games for guys. nan. 26.14', 'chessmaster 9000 : feral interactive. nan. 38.99', 'microsoft rise of nations : rise of legends for pc. nan. 16.99', 'downloadable dark messiah might and magic + download protection. nan. 29.99', 'allume aquazone seven seas deluxe edition. nan. 24.99', 'nintendo wii : disneys pirates of the caribbean ( tm ) 3 : at worlds end. nan. 49.99', 'warlords iii darklords rising. red-orb-entertainment. 11.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
434,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,enfocus software,499.0,['enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac'],['enfocus'],[471.99],upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8. enfocus software. 499.0,[2233],['enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac. enfocus. 471.99'],"['enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac. enfocus. 471.99', 'enfocus software ss4.0-ug-001 upg pitstop server 4.0 single from 3.x. nan. 677.97', 'enfocus software ss4.0-sg-001 enfocus pitstop server v. 4.0 license 1 user standard license pc mac - free shipping. nan. 2453.97', 'enfocus software pp7.0-u1-001 pitstop pro 7.0 upgr 5.x or below. nan. 257.97', 'enfocus software pp7.0-ug-001 pitstop pro 7.0 upgr 6.x or higher. nan. 171.97', 'enfocus software pp7.0-sg-001 pitstop pro 7.0. nan. 558.97', 'ce software 4501eu01up35 quickeys 5.0 upgrade from 3.x. ce software. 41.5', 'ce software 4501eu01up35 quickeys 5.0 upgrade from 3.x. ce software. 41.5', 'emc insignia retrospect server 6.0 for mac upgrade. nan. 285.99', 'enfocus software ip4.0-sg-001 instantpdf 4.0 single full. nan. 211.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,sudoku puzzle addict : unlimited edition,global-software-publ-na,,['sudoku puzzle addict : unlimited edition ( win 98 me 2000 xp ) from global software publ na'],['global-software-publ-na'],[7.93],sudoku puzzle addict : unlimited edition. global-software-publ-na. nan,[2217],['sudoku puzzle addict : unlimited edition ( win 98 me 2000 xp ) from global software publ na. global-software-publ-na. 7.93'],"['sudoku puzzle addict : unlimited edition ( win 98 me 2000 xp ) from global software publ na. global-software-publ-na. 7.93', 'global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp. nan. 8.79', 'global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ). global-software-publishing-north-america-inc. 8.79', 'global software a7163jcw kakuro puzzle addict unlimited edition dvd movie. global-software-publishing. 8.79', 'global software publ na sudoku. global-software-publishing-north-america-inc. 4.82', ""encore software 10374 encore professor fuji 's sudoku deluxe complete product educational game 1 user ( s ) complete product standard pc. nan. 17.97"", 'encore software 10313 professor fujis sudoku ( win 98 me 2000 xp ). nan. 8.27', 'sudoku for kids. nan. 9.99', 'abacus ultra sudoku/ultra kakuro. nan. 17.55', 'ultimate puzzle collection. nan. 9.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,aircraft power pack for ms flight simulator,red mile,29.99,['red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp'],[nan],[27.97],aircraft power pack for ms flight simulator. red mile. 29.99,[2211],['red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp. nan. 27.97'],"['red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp. nan. 27.97', '9am-00014 microsoft flight simulator x deluxe edition complete package 1 user pc d. nan. 42.79', 'graphic sim x-plane 8. graphics-simulations-corporation. 47.99', 'net jet game system for pc. nan. 24.99', 'abacus software s552 fs fighter pilot for fs2004 and fs2002. abacus software. 28.99', 'abacus software s552 fs fighter pilot for fs2004 and fs2002. abacus software. 28.99', 'abacus software s515 flight simulation sea plane adventures pc. abacus software. 28.99', 'abacus software s515 flight simulation sea plane adventures pc. abacus software. 28.99', 'abacus software s513 fligth simulation whirly birds adventures pc. abacus software. 28.99', 'abacus software s513 fligth simulation whirly birds adventures pc. abacus software. 28.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,sony acid music studio,sony-pictures-digital-entertainment,69.99,['acid music studio 6'],['sony-pictures-digital-entertainment'],[59.95],sony acid music studio. sony-pictures-digital-entertainment. 69.99,[2163],['acid music studio 6. sony-pictures-digital-entertainment. 59.95'],"['acid music studio 6. sony-pictures-digital-entertainment. 59.95', 'sony media software acid pro 6 software music production software. sony-pictures-digital-entertainment. 299.95', 'sony acid music studio ( pc ). nan. 69.99', 'sony media software acid music studio 7 software music production software. nan. 69.95', 'sony media software acid pro 6 software upgrade from acid pro 5 music production software. sony-pictures-digital-entertainment. 129.95', 'sony media software acid pro 5 music production software. nan. 199.95', 'sony sams7000 creative software acid music studio v. 7.0 music editing/composing pc. nan. 53.97', 'sony media software sound forge audio studio 8 software music production software. sony-pictures-digital-entertainment. 69.95', 'sony media software sound forge audio studio 9 software music production software. nan. 69.95', 'sony media software sound forge 9 digital audio production suite music production software. nan. 299.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
442,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft licenses,4215.77,['microsoft u02-00024 open sa biztalk hipaa accltr nt 1p'],[nan],[2335.47],microsoft licenses biztalk hipaa std . sa only ( u0200024 ). microsoft licenses. 4215.77,[2180],['microsoft u02-00024 open sa biztalk hipaa accltr nt 1p. nan. 2335.47'],"['microsoft u02-00024 open sa biztalk hipaa accltr nt 1p. nan. 2335.47', 'p72-00473 microsoft windows server enterprise edition license & software assurance 1 u. nan. 3282.33', 'microsoft molpc l/sa csf sbe billing sbe 400pt b7m-00202. nan. 154550.0', 'microsoft 394-00258 exchsrvrextrncon lic/sa c 400p 805529357631. nan. 67678.14', 't07-00449 microsoft business solutions crm sales standard software assurance 1 user -. nan. 335.47', 'microsoft molpc l/sa isa svr ent ed 25 1cpu lic 400pt f89-01554. nan. 97494.0', 'microsoft molpc l/sa csf sbe order handling sbe 400pt b7m-00255. nan. 154550.0', 'e84-00294 microsoft internet security and acceleration server license & software assuran. nan. 1821.09', 'r18-00144 microsoft windows server license & software assurance 1 cal open business. nan. 41.58', 'microsoft open l/sa isa svr ent ed 25 1cpu lic f89-01570. nan. 99483.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,jumpstart 1st grade,knowledge adventure,,['jumpstart 1st grade ( jc )'],[nan],[9.9],jumpstart 1st grade. knowledge adventure. nan,[2159],['jumpstart 1st grade ( jc ). nan. 9.9'],"['jumpstart advanced 1st grade knowledge adventure. nan. 19.99', 'knowledge adventure inc. 20223 jumpstart world 1st grade mini box. nan. 16.93', 'jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'knowledge adventure inc. jumpstart advanced preschool v2 .0. nan. 16.93', 'knowledge adventure inc. jumpstart world 2nd grade mini box. nan. 16.93', 'jumpstart 1st grade ( jc ). nan. 9.9', 'knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43. nan. 16.93', 'knowledge adventure 785105 jumpstart explore-gr1-3 add on. nan. 12.99', 'jumpstart ( r ) advanced 1st grade. nan. 19.99']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
446,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,29.99,['topics presents : ancient civilizations'],[nan],[12.9],topics presents : ancient civilizations ( 4 cd set ). topics entertainment. 29.99,[2155],['topics presents : ancient civilizations. nan. 12.9'],"['topics presents : ancient civilizations. nan. 12.9', 'topics entertainment 40206 instant immersion german lab ( software/audiobook/workbook ) win 98 me 2000 xp/mac os 9 or x. nan. 34.97', 'topics presents : dinosaurs. nan. 12.9', 'topics entertainment 40248 instant immersion spanish audio book audio book. topics entertainment. 23.61', 'topics presents : museums of world. nan. 12.9', 'topics entertainment 80796 topics math success 2007 deluxe for windows educational software pc. nan. 33.97', 'i spy mystery by topics entertainment. nan. 23.99', 'instant immersion 33 languages. topics entertainment. 43.99', 'topics entertainment topics entertainment play electric guitar deluxe windows. nan. 39.9', 'topics entertainment classics the : the piano. nan. 20.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,boomerang webpage designer gold,boomerang,,['web page designer gold'],[nan],[36.9],boomerang webpage designer gold. boomerang. nan,[2149],['web page designer gold. nan. 36.9'],"['web page designer gold. nan. 36.9', 'scrapbook designer platinum. riverdeep-learning-company. 17.9', 'laughingbird the flash ad creator. nan. 34.99', 'punch software pro home design suite. nan. 61.8', 'instant home design 3.0. nan. 15.9', 'stationery design studio ( win 98 me 2000 xp ). nan. 19.99', 'adobe cs3 design premium. nan. 1865.99', 'serious magic visual communicator 2 web presentation software ( windows ) presentation software. nan. 189.95', 'printmaster gold v 17.0 ( win 98 me 2000 xp ). nan. 19.95', 'freeverse software toysight gold. nan. 21.23']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
450,x-oom mp3 radio recorder windows ),x-oom,,['mp3 radio recorder for ipod'],[nan],[22.9],x-oom mp3 radio recorder windows ). x-oom. nan,[2138],['mp3 radio recorder for ipod. nan. 22.9'],"['mp3 radio recorder for ipod. nan. 22.9', 'magix webradio recorder ( pc ) magix entertainment. nan. 24.99', 'mp3 maker 12 deluxe : windows. nan. 29.99', 'nero mix cd recording software. nan. 41.42', 'roxio recordnow 9 music lab ( pc ). nan. 29.99', 'pinnacle mobile media organizer software for windows ipod software. nan. 39.95', 'pinnacle mobile media converter software for windows ipod software. nan. 29.95', 'ringtone media studio ( pc ) avanquest. nan. 19.99', 'mobile media converter ( pc ) pinnacle. nan. 24.99', 'x-oom internet movies 2. nan. 22.9']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,['phonics success deluxe 2006'],[nan],[22.9],phonics success deluxe 2006 ( large box ). topics entertainment. 49.99,[2133],['phonics success deluxe 2006. nan. 22.9'],"['phonics success deluxe 2006. nan. 22.9', 'elementary school success deluxe 2006. nan. 12.95', 'topics entertainment phonics success essentials. nan. 17.55', 'middle school success deluxe 2008 ( pc/mac ) topics. nan. 49.99', 'topics entertainment 80796 topics math success 2007 deluxe for windows educational software pc. nan. 33.97', 'topics entertainment reference success deluxe 2006. nan. 22.9', 'topics entertainment math success deluxe 2008. nan. 31.06', 'math success ( tm ) deluxe 2007. nan. 49.99', 'elementary school success deluxe 2006. nan. 15.9', 'math success deluxe 2006. nan. 12.9']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,land before time : preschool,brighter-minds-media-inc .,9.99,['the land before time : preschool adventure'],['brighter-minds-media-inc .'],[12.9],land before time : preschool. brighter-minds-media-inc .. 9.99,[2136],['the land before time : preschool adventure. brighter-minds-media-inc .. 12.9'],"['the land before time : preschool adventure. brighter-minds-media-inc .. 12.9', 'brighter minds land before time : kindergarten. brighter-minds-media-inc .. 9.99', 'caillou ready for school by brighter minds. brighter-minds-media-inc .. 19.99', 'cyberchase adventures by brighter minds. brighter-minds-media-inc .. 19.99', 'the land before time : kindergarten adventure. nan. 12.9', 'caillou magical adventures by brighter minds. brighter-minds-media-inc .. 19.99', 'brain play preschool 1st grade. nan. 25.99', 'fun for kids featuring disney preschool to kindergarten topics. nan. 29.99', 'totally spies zombie jamboree by brighter minds. brighter-minds-media-inc .. 9.99', 'boohbah zone by brighter minds. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
455,brainfood games cranium collection 2006,encore software,19.99,['encore software 11253 brain food games : cranium collection 2006 sb cs by encore'],[nan],[17.97],brainfood games cranium collection 2006. encore software. 19.99,[2564],['encore software 11253 brain food games : cranium collection 2006 sb cs by encore. nan. 17.97'],"['encore software 11253 brain food games : cranium collection 2006 sb cs by encore. nan. 17.97', 'encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp. nan. 18.97', 'encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp. nan. 18.97', 'brain games : solitaire. nan. 19.99', 'encore software 11273 hasbro family collection 2006 sb cs by hasbro. nan. 17.97', 'encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc. nan. 17.97', 'encore software 14111 jeopardy! deluxe. nan. 17.97', 'encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp. nan. 18.97', 'encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp. nan. 18.97', 'encore software 14110 jeopardy! deluxe win 2000 xp vista. nan. 18.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,clickart fonts ( 2006 ) by encore,encore software,19.99,['encore software 10463 clickart fonts ( 2006 ) by encore'],[nan],[17.97],clickart fonts ( 2006 ) by encore. encore software. 19.99,[2550],['encore software 10463 clickart fonts ( 2006 ) by encore. nan. 17.97'],"['encore software 10463 clickart fonts ( 2006 ) by encore. nan. 17.97', 'encore software 10467 clickart 950k dvd 2006 by broderbund. nan. 25.97', 'encore software 10466 clickart 1.2 million dvd 2006 by broderbund. nan. 41.97', 'encore inc clickart 1.2 million 2006 dvd. nan. 42.27', 'encore software 10691 the print shop 22 sb cs by the print shop. nan. 25.97', 'encore software 11941 the print shop zoom. nan. 17.97', 'encore software 11041 the print shop elements : labels & logos sb cs by the print shop. nan. 17.97', 'clickart 950000 premier image pack ( dvd-rom ). nan. 48.95', 'encore software 10610 encore creating keepsakes scrapbook designer platinum complete product creativity application 1 user complete product standard pc. nan. 33.97', 'encore software 32179 encore kid pix deluxe 4 home edition complete product graphics/designing 1 user ( s ) complete product standard pc mac. nan. 17.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
457,national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,['redshift 5 ( national geographic presents ) ( win 98 me 2000 xp )'],[nan],[39.99],national geographic presents : redshift 5 planetarium software. topics entertainment. 39.99,[2622],['redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ). nan. 39.99'],"['redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ). nan. 39.99', 'national geographic redshift planetarium. nan. 17.9', 'national geographic photo gallery topics. nan. 9.95', 'the sky 6 professional edition astronomy software. nan. 189.95', 'starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ). nan. 9.59', 'elementary school space the universe ( pc/mac ) fogware. nan. 9.99', 'treasure galaxy 5-user lab pack for mac. nan. 22.95', 'aspyr media inc travelogue 360 : paris. nan. 27.99', 'freeverse software 4015 big bang board games. freeverse software. 18.99', 'freeverse software 4015 big bang board games. freeverse software. 18.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
