id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
1457,avery metal rim key tags card stock metal 1-1 4 diameter 50 pack,accessories apparel,avery,,7.42,['avery 11025 - metal rim key tags card stock metal 1-1 4 diameter white 50 pack'],[nan],['avery'],[nan],[9.63],avery metal rim key tags card stock metal 1-1 4 diameter 50 pack. accessories apparel. avery. nan. 7.42,[8346],['avery 11025 - metal rim key tags card stock metal 1-1 4 diameter white 50 pack. nan. avery. nan. 9.63'],"['avery 11025 - metal rim key tags card stock metal 1-1 4 diameter white 50 pack. nan. avery. nan. 9.63', 'avery 05247 - print or write mailing seals 1in dia . white 600 pack. nan. avery. nan. nan', 'new-avery 05795 - removable self-adhesive color-coding labels 1 4in dia assorted 768 pack - ave05795. other office equipment. avery. nan. 14.02', 'avery 5127 - shipping labels with paper receipt 5-1 16 x 7-5 8 white 50 pack. nan. avery. nan. 32.0', 'avery 5567 - print write-on hanging tabs 1 5 tab 2 1 16 inch white 90 pack. nan. avery. nan. nan', 'avery cons printable repositionable plastic tabs 1 1 4 in white 96 pack. memory card readers. avery. nan. 15.15', 'new-self-adhesive top-load business card holders case pack 4 - 441530. adapter rings. avery. nan. 44.0', 'avery 5026 - extra-large 1 3-cut filing labels 15 16 x 3-7 16 white assorted bars 450 pack. nan. avery. nan. nan', 'avery 5302 - tent cards white 2 x 3-1 2 4 cards sheet 160 cards box. printers. avery. nan. 36.07', 'avery 5029 - self-adhesive filing labels 1 3 cut 2 3 x 3-7 16 clear 450 pack. computers accessories. avery. nan. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1466,roocase executive leather portfolio case for samsung galaxy tab p1000,electronics - general,roocase,212537,37.59,['roocase executive leather portfolio magenta case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g'],['cases sleeves'],['roocase'],[nan],[25.0],roocase executive leather portfolio case for samsung galaxy tab p1000. electronics - general. roocase. 212537. 37.59,[11641],['roocase executive leather portfolio magenta case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 25.0'],"['roocase executive leather portfolio black case cover with landscape portrait view stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 24.98', 'roocase executive leather portfolio red case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 25.0', 'roocase executive leather portfolio magenta case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 25.0', 'roocase dual station leather red case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 22.98', 'roocase dual station leather pink case cover with stand for samsung galaxy tab tablet p1000 wi-fi 3g. cases sleeves. roocase. nan. 18.95', 'roocase multi-angle black leather folio case cover for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 25.0', 'roocase ultra slim black leather case cover cover with stand for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 32.93', 'roocase ultra slim red leather case cover with stand for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 32.93', 'roocase slim-fit black folio case cover with multi adjustable viewing angles for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 26.98', 'roocase ultra slim magenta leather case cover with stand for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 32.93']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1473,xantech cpl10 rf ir coupler,stereos/audio,xantech,cpl10,11.88,"['xantech cpl10 rf ir coupler', 'xantech cpl10 rf ir coupler']","['storage presentation materials', 'audio video accessories']","['xantech', 'xantech']","[nan, 'cpl10']","[25.5, 12.0]",xantech cpl10 rf ir coupler. stereos/audio. xantech. cpl10. 11.88,"[3248, 3250]","['xantech cpl10 rf ir coupler. storage presentation materials. xantech. nan. 25.5', 'xantech cpl10 rf ir coupler. audio video accessories. xantech. cpl10. 12.0']","['xantech cpl10 rf ir coupler. audio video accessories. xantech. cpl10. 12.0', 'xantech cpl10 rf ir coupler. storage presentation materials. xantech. nan. 25.5', 'xantech cpltcx optical-to-coaxial digital audio coupler. audio video accessories. xantech. cpltcx. 27.58', 'xantech cplct coaxial-to-optical digital audio coupler. audio video accessories. xantech. cplct. nan', 'xantech cpltcx optical-to-coaxial digital audio coupler. storage presentation materials. xantech. nan. 42.6', 'xantech cplct coaxial-to-optical digital audio coupler. storage presentation materials. xantech. nan. 42.6', 'xantech inj94 rf ir injector. audio video accessories. xantech. inj94. 8.59', 'xantech dl85k lcd cfl-proof dinky link ir kit. amplifier installation. xantech. nan. 148.8', 'xantech dl85 lcd cfl proof dinky link ir receiver. audio-video kits. xantech. dl85. 78.95', 'xantech cb20 1-zone connecting block. cables interconnects. xantech. nan. 31.2']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1475,netgear wn511 rangemax next wireless-n pc-card notebook adapter,networking,netgear,wn511b100nas,58.88,['netgear rangemax next wireless notebook adapter wn511b - network adapter - cardbus - 802.11 b 802.11 g 802.11 n draft'],['hardware'],['netgear'],['wn511b'],[11.49],netgear wn511 rangemax next wireless-n pc-card notebook adapter. networking. netgear. wn511b100nas. 58.88,[8650],['netgear rangemax next wireless notebook adapter wn511b - network adapter - cardbus - 802.11 b 802.11 g 802.11 n draft. hardware. netgear. wn511b. 11.49'],"['netgear rangemax next wireless notebook adapter wn511b - network adapter - cardbus - 802.11 b 802.11 g 802.11 n draft. hardware. netgear. wn511b. 11.49', 'netgear wn511b rangemax wireless-n notebook adapter. chargers adapters. netgear. wn511b-100nas. 11.99', 'netgear wn311t rangemax next wireless-n pci adapter. network adapters. netgear. wn311t-100nas. 119.99', 'netgear wn311b rangemax wireless-n pci adapter. network adapters. netgear. wn311b-100nas. nan', 'netgear rangemax next wireless pci adapter wn311b - network adapter - pci - 802.11 b 802.11 g 802.11 n draft. network cards. netgear. wn311b-100grs. 113.31', 'netgear wg511na wireless g pc card. computers accessories. netgear. wg511na. 11.75', 'netgear rangemax wnda3100 dual band wireless-n adapter. usb network adapters. netgear. wnda3100. nan', 'netgear wg111 wireless usb 2.0 adapter 54 mbps. computers accessories. netgear. wg111. 22.5', 'netgear wireless-g pci adapter-54 mbps 2.4 ghz 802.11 g model wg311. networking products. netgear. wg311. 20.9', 'tp-link tl-wn310g 54mbps wireless cardbus adapter. network adapters. tp-link. tl-wn310g. 23.49']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1477,actiontec megaplug 85mbps powerline ethernet adapter kit two-pack,networking,actiontec,hle0850001k,69.99,['actiontec megaplug 85 mbps ethernet adapter twin-pack'],['powerline network adapters'],['actiontec'],['hle08500-01k'],[65.99],actiontec megaplug 85mbps powerline ethernet adapter kit two-pack. networking. actiontec. hle0850001k. 69.99,[2432],['actiontec megaplug 85 mbps ethernet adapter twin-pack. powerline network adapters. actiontec. hle08500-01k. 65.99'],"['actiontec megaplug 85 mbps ethernet adapter twin-pack. powerline network adapters. actiontec. hle08500-01k. 65.99', 'actiontec megaplug 200 mbps av powerline ethernet adapter and 4-port hub kit. powerline network adapters. actiontec. hle20043-01kp. 89.99', 'actiontec megaplug a v 200 mbps powerline network adapter kit white. powerline network adapters. actiontec. hle20003-01kp. 74.99', 'actiontec megaplug 85 mbps 4-port hub. hubs. actiontec. hle08509-01. 69.99', 'actiontec ethernet over coax moca adapter - twin pack. network adapters. actiontec. hme2200-02k. 164.99', 'netgear 85mbps powerline network adapter kit - xetb1001. powerline network adapters. netgear. xetb1001-100nas. 62.88', 'zyxel pla401v3 homeplug av 200 mbps powerline wall-plug adapter starter kit - 2 units. powerline network adapters. zyxel. pla401v3kit. 69.99', 'netgear xe104 85 mbps powerline 4-port ethernet adapter. powerline network adapters. netgear. xe104na. 69.99', 'actiontec ethernet over coax moca adapter - single. network adapters. actiontec. hme2200-02. 79.0', 'zyxel pla407 homeplug av 200 mbps powerline wall-plug adapter starter kit - 2 units. powerline network adapters. zyxel. pla407kit. 93.88']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1481,penpower chinese expert,electronics - general,penpower,swlea0010,104.88,['penpower chinese expert writing pad edition'],['scanner accessories'],['penpower'],['penpower chinese expert'],[132.89],penpower chinese expert. electronics - general. penpower. swlea0010. 104.88,[4162],['penpower chinese expert writing pad edition. scanner accessories. penpower. penpower chinese expert. 132.89'],"['penpower chinese expert standard version. nan. victory multimedia. swlea0014. 59.88', 'penpower chinese expert pen scanner edition. scanner accessories. penpower. penpower chinese expert. 210.39', 'penpower chinese expert writing pad edition. scanner accessories. penpower. penpower chinese expert. 132.89', 'g-pen 560 digital tablet. home audio theater. genius. 31100049100. 34.3', 'dane-elec da-dp1-01gc5-r z-pen wireless usb digital pen. electronic white boards. dane-elec. da-dp1-01gc5-r. 40.0', 'bamboo pen for cth461 cth661. keyboards mice input devices. wacom. lp161e. 30.53', 'penpd345a - quicker clicker automatic pencil. nan. pentel. nan. 8.05', 'cooler master c-2010-k1a0 choiix power fort 10-watt hours battery pack advance with car kit black. nan. cooler master. c-2010-k1a0. 63.41', 'toshiba touchscreen pen for tablet pa3947u-1eab. keyboards mice input devices. toshiba. pa3947u-1eab. 14.24', 'genius g-pen 560 usb 4.5 x 6 tablet with cordless pen .. keyboards mice input devices. kye. g-pen 560. 38.88']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1489,quartet contour fabric bulletin board,stationery & office machinery,quartet,7693m,73.24,['quartet 7693m - contour fabric bulletin board 36 x 24 mauve plastic burgundy frame'],['cables interconnects'],['quartet'],[nan],[nan],quartet contour fabric bulletin board. stationery & office machinery. quartet. 7693m. 73.24,[2077],['quartet 7693m - contour fabric bulletin board 36 x 24 mauve plastic burgundy frame. cables interconnects. quartet. nan. nan'],"['quartet 7693m - contour fabric bulletin board 36 x 24 mauve plastic burgundy frame. cables interconnects. quartet. nan. nan', 'new-quartet 7693be - contour fabric bulletin board 36 x 24 light blue plastic navy blue frame - qrt7693be. radios. quartet. nan. 84.0', 'quartet 7683g - oval office fabric bulletin board 36 x 24 gray. printers. quartet. nan. nan', 'quartet 7684g - oval office fabric bulletin board 48 x 36 gray. connectors adapters. quartet. nan. nan', 'quartet enclosed bulletin board fabric covered cork 72 x 48 gray aluminum frame. audio video accessories. quartet. nan. 730.9', 'new-quartet 7684g - oval office fabric bulletin board 48 x 36 gray - qrt7684g. radios. quartet. nan. 158.0', 'quartet 307 - bulletin board natural cork over fiberboard 72 x 48 solid oak frame. laminating supplies. quartet. nan. nan', 'new-quartet 2364l - enclosed bulletin board fabric covered cork 48 x 36 gray aluminum frame - qrt2364l. radios. quartet. nan. 706.0', 'new-quartet 2366 - enclosed bulletin board natural cork fiberboard 72 x 36 aluminum frame - qrt2366. radios. quartet. nan. 714.08', 'quartet 2363 - enclosed bulletin board natural cork fiberboard 24 x 36 aluminum frame. microphones accessories. quartet. nan. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1504,kensington wireless presenter pro with green laser pointer,stationery & office machinery,kensington,k72353us,59.88,['kensington k72353us wireless presenter pro with green laser pointer'],['laser pointers'],['kensington'],['k72353us'],[59.88],kensington wireless presenter pro with green laser pointer. stationery & office machinery. kensington. k72353us. 59.88,[4817],['kensington k72353us wireless presenter pro with green laser pointer. laser pointers. kensington. k72353us. 59.88'],"['kensington k72353us wireless presenter pro with green laser pointer. laser pointers. kensington. k72353us. 59.88', 'kensington wireless presenter with laser pointer and 1 gb built-in memory black. presentation remotes. kensington. k72336us. 54.99', 'kensington presenter pro remote with green laser and memory k72367us. presentation remotes. kensington. k72367us. 68.82', 'kensington 33374 wireless presenter with laser pointer. presentation remotes. kensington. 33374. 24.99', 'new-kensington 72336 - wireless presenter w laser pointer 1gb black - kmw72336. shredders. kensington. nan. 94.0', 'kensington pro fit full-size wireless mouse k72370us. mice. kensington. k72370us. 29.99', 'kensington slimblade presenter mouse wireless mouse and presenter in one ice blue k72283us. mice. kensington. k72283us. 29.79', 'kensington wireless presenter 33373. presentation remotes. kensington. 33373. 37.82', 'kensington k72355us pro fit usb ps2 wired mid-size mouse. mice. kensington. k72355us. 17.99', 'kensington wireless optical mouse titanium k72276us. mice. kensington. k72276us. 14.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1506,wilson jones super heavy weight sheet protector,stationery & office machinery,wilson jones,21402,10.94,['new-wilson jones 21402 - super heavy weight sheet protector clear 25 box - wlj21402'],['storage presentation materials'],['wilson jones'],[nan],[21.0],wilson jones super heavy weight sheet protector. stationery & office machinery. wilson jones. 21402. 10.94,[16666],['new-wilson jones 21402 - super heavy weight sheet protector clear 25 box - wlj21402. storage presentation materials. wilson jones. nan. 21.0'],"['new-wilson jones 21402 - super heavy weight sheet protector clear 25 box - wlj21402. storage presentation materials. wilson jones. nan. 21.0', 'new-wilson jones 21400 - super heavy weight sheet protector clear 50 box - wlj21400. storage presentation materials. wilson jones. nan. 28.0', 'new-wilson jones 21411 - heavy weight sheet protector clear 100 box - wlj21411. storage presentation materials. wilson jones. nan. 28.0', 'new-wilson jones 21401 - super heavy weight sheet protector non-glare finish clear 50 box - wlj21401. storage presentation materials. wilson jones. nan. 28.0', 'wilson jones 34490 - heavyweight casebound dubllock round ring binder 11 x 17 2 capacity black. storage presentation materials. wilson jones. nan. nan', 'wilson jones 34449nlh - heavyweight casebound dubllock round ring binder 11 x 8-1 2 3 cap black. storage presentation materials. wilson jones. nan. nan', 'new-top-load vinyl sheet protector super heavy gauge case pack 1 - 508822. surge protectors. c-line. nan. 38.16', 'avery diamond clear heavyweight sheet protectors acid free pack of 25 75304. sheet protectors card photo sleeves. avery. 75304. 4.99', 'new-top-load vinyl sheet protectors super heavy gauge case pack 1 - 508829. surge protectors. c-line. nan. 38.16', 'new-wilson jones 38444b - heavy-duty no-gap d-ring binder with label holder 2 capacity black - wlj38444b. adapter rings. wilson jones. nan. 23.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1508,canon cli-226 cyan ink tank,printers,canon,4547b001,13.97,['canon cli-226 cyan ink tank 4547b001'],['inkjet printer ink'],['canon'],['4547b001'],[11.99],canon cli-226 cyan ink tank. printers. canon. 4547b001. 13.97,[19514],['canon cli-226 cyan ink tank 4547b001. inkjet printer ink. canon. 4547b001. 11.99'],"['canon cli-226 cyan ink tank 4547b001. inkjet printer ink. canon. 4547b001. 11.99', 'canon cli-221 ink tank cyan. inkjet printer ink. canon. 2947b001. 12.99', 'canon cli-226 yellow ink tank 4549b001. inkjet printer ink. canon. 4549b001. 13.97', 'canon cli-226 gray ink tank 4550b001. inkjet printer ink. canon. 4550b001. 13.97', 'canon cli-226 black ink tank 4546b001 in retail packaging. inkjet printer ink. canon. 4546b001. 13.97', 'canon cli-226 magenta ink tank 4548b001. inkjet printer ink. canon. 4548b001. 13.6', 'canon 2950b001 cli-221 ink tank gray. inkjet printer ink. canon. 2950b001. 11.99', 'canon cli-221 ink tank yellow. inkjet printer ink. canon. 2949b001. 12.99', 'canon cli-221 4-color value pack black cyan magenta yellow 2946b004 in retail packaging. inkjet printer ink. canon. 2946b004. 40.46', 'canon cli-8c cyan ink tank. inkjet printer ink. canon. cli 8c. 13.49']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
